Sukunimi;Nimenhaltijoita yhteensä
Vähäkyttä;27
Vähämartti;27
Vähämöttönen;27
Värelä;27
Yli-Jaakkola;27
Yli-Junnila;27
Yli-Maunula;27
Yli-Muilu;27
Ylinen-Luopa;27
Ylipalo;27
Ylisarkki;27
Yli-Soini;27
Ylitepsa;27
Ylitulkkila;27
Yousefshahi;27
Åsnabrygg;27
Örså;27
Aimo;26
Airanne;26
Ajomaa;26
Akinci;26
Akiola;26
Akseli;26
Aksoy;26
Ala-Haavisto;26
Ala-Härkönen;26
Ala-Ikkelä;26
Alaiso;26
Ala-Katara;26
Ala-Kleme;26
Ala-Paavola;26
Ala-Peijari;26
Ala-Tuori;26
Ali Mohamed;26
Alihanka;26
Alioravainen;26
Alizadeh;26
Aljasalo;26
Alkiomaa;26
Al-Tamimi;26
Andtsjö;26
Angerman;26
Apilasaho;26
Arifullen;26
Arokoski;26
Artzén;26
Arvekari;26
Asunto;26
Atkins;26
Aung;26
Avola;26
Azimi;26
Bach;26
Bahne;26
Belt;26
Bergkulla;26
Bhatia;26
Birkman;26
Boedeker;26
Boije;26
Bonden;26
Botan;26
Breitenstein;26
Burgess;26
Carr;26
Cavander;26
Cedercreutz;26
Charles;26
Christodoulou;26
Chrons;26
Clement;26
Corin;26
Dampha;26
Dementjeff;26
Dixon;26
Eerilä;26
Egorov;26
Eklundh;26
Eliala;26
Enfors;26
Engelholm;26
Ervelä;26
Ervola;26
Erämies;26
Eurasto;26
Everi;26
Fleen;26
Formisto;26
Forsgrén;26
Gao;26
Garner;26
Goltz;26
Griinari;26
Gruner;26
Grym;26
Hahtimaa;26
Haijanen;26
Hailikari;26
Halmeenmäki;26
Hamidi;26
Hammond;26
Hane;26
Hankanen;26
Hanssen;26
Harjunheimo;26
Harviala;26
Hattuniemi;26
Havuaho;26
Heikinoja;26
Heikku;26
Heilimö;26
Heinilehto;26
Helakallio;26
Helisevä;26
Helpiölä;26
Helvasto;26
Hemberg;26
Hendolin;26
Herne;26
Hess;26
Hikman;26
Hilakivi;26
Hilla;26
Hilvonen;26
Hinds;26
Hirsikoski;26
Hirvisalo;26
Holmbom;26
Hong;26
Hoppman;26
Hovisilta;26
Huggare;26
Huhtaluhta;26
Huhtiranta;26
Hummelstedt;26
Hupila;26
Hutka;26
Huurtela;26
Hällund;26
Härönen;26
Högander;26
Iijalainen;26
Iilomo;26
Ilvessuo;26
Iman;26
Ingi;26
Ingraeus;26
Inovaara;26
Itälehto;26
Itämetsä;26
Jakala;26
Jakobsen;26
Jalova;26
Jestola;26
Joenranta;26
Jouhkimow;26
Jouhtimäki;26
Juhajoki;26
Jukko;26
Juonoja;26
Justen;26
Jägerskiöld;26
Jäpölä;26
Kaajakari;26
Kaanela;26
Kaatiala;26
Kaatonen;26
Kairisto;26
Kaitfors;26
Kaivolahti;26
Kalkas;26
Kalpala;26
Kalsola;26
Kangashaka;26
Kangas-Korhonen;26
Kangaslahti;26
Kangasmuukko;26
Kaplan;26
Karakas;26
Karjarinta;26
Karsimus;26
Karuvaara;26
Kaukolampi;26
Kaukovuori;26
Kauri;26
Kekko;26
Kella;26
Kellgren;26
Kesanto;26
Keski-Rauska;26
Kiansten;26
Kieloniemi;26
Kiianlinna;26
Kiltti;26
Kiriloff;26
Kirmo;26
Kirveennummi;26
Kivakka;26
Kivitie;26
Klink;26
Kohmo;26
Kohola;26
Koivuluoto;26
Korell;26
Korkeemaa;26
Korkkanen;26
Kormi;26
Korpi-Seppälä;26
Koskenvuori;26
Koskunen;26
Kotiniitty;26
Krappala;26
Kukkakorpi;26
Kukola;26
Kummila;26
Kunnamo;26
Kurjenluoma;26
Kurjenmaa;26
Kurman;26
Kuutsuo;26
Kuutvuori;26
Kuzmina;26
Kylätie;26
Kytöluoto;26
Laatta;26
Lahenmies;26
Lahervo;26
Lahnalammi;26
Lahtelin;26
Laitervo;26
Langhed;26
Larmo;26
Lasila;26
Latva-Korpela;26
Launiemi;26
Lautkankare;26
Lehtamo;26
Leimala;26
Leistola;26
Leivonmäki;26
Lenander;26
Lerche;26
Leukumaavaara;26
Leung;26
Levonius;26
Liang;26
Likander;26
Likonen;26
Linderoos;26
Linnakylä;26
Linnalaakso;26
Lintamo;26
Little;26
Lope;26
Lorentz;26
Lorenz;26
Lumento;26
Luo;26
Luodemäki;26
Luotoharju;26
Lusikka;26
Luume;26
Lähdesluoma;26
Lönnmark;26
Lövholm;26
Lövsund;26
Maavuori;26
Maimanen;26
Majewski;26
Malvalehto;26
Malviniemi;26
Mannier;26
Marikainen;26
Markke;26
Markola;26
Marstio;26
Matkoski;26
Matokangas;26
Maurer;26
Maurola;26
Melantie;26
Melonen;26
Merikko;26
Merontausta;26
Mesiäislehto;26
Metsätie;26
Michelson;26
Miihkinen;26
Miikkola;26
Mikonranta;26
Millaskangas;26
Mittilä;26
Mohseni;26
Muhumud;26
Mumin;26
Muoniovaara;26
Mustikkakangas;26
Mutlu;26
Muunoja;26
Muurama;26
Mäki-Fossi;26
Mäki-Hokkonen;26
Mäkilehto;26
Möltsi;26
Möttölä;26
Naappi;26
Najafi;26
Narvi;26
Nertamo;26
Nietola;26
Nikkeri;26
Nikolov;26
Nivalinna;26
Nivell;26
Norell;26
Norgård;26
Norrgran;26
Nurkkanen;26
Nurmos;26
Nykamb;26
Oijala;26
Ojasti;26
Okulov;26
Orho;26
Ormo;26
Osolanus;26
Otamo;26
Outakoski;26
Outavaara;26
Paasikannas;26
Palkama;26
Pallaskorpi;26
Palmiola;26
Palmulaakso;26
Palmumaa;26
Palovirta;26
Pantolin;26
Parvikoski;26
Patovisti;26
Paulasto;26
Pehu;26
Pekanpalo;26
Peltokallio;26
Perhiö;26
Peräkangas;26
Petäjävirta;26
Pihlamaa;26
Pistokoski;26
Poraharju;26
Potasev;26
Punamäki;26
Punsar;26
Puolakkainen;26
Puroaho;26
Päiväpuro;26
Päri;26
Pärkinen;26
Pääjoki;26
Pönniä;26
Rahkama;26
Raikula;26
Rainamo;26
Raitonen;26
Raivikko;26
Rajapolvi;26
Ramström;26
Rankonen;26
Rantakivi;26
Rantasila;26
Ratava;26
Rautaneva;26
Reentie;26
Reingoldt;26
Revo;26
Rihkajärvi;26
Riistaniemi;26
Rinta-Korhonen;26
Ristikartano;26
Ristimaa;26
Ropilo;26
Rounaja;26
Routio;26
Rovasalo;26
Rumpu;26
Ruoholahti;26
Ruokoski;26
Ruonaniemi;26
Ruonavaara;26
Ruskeeniemi;26
Saajanaho;26
Saarenkoski;26
Saarialho;26
Saarivainio;26
Saarva;26
Saba;26
Sadat;26
Saksela;26
Salkunen;26
Sallisalmi;26
Salminiitty;26
Salminkoski;26
Salo-Tuisku;26
Sammela;26
Sarajuuri;26
Saramaa;26
Sarasoja;26
Sari;26
Saukola;26
Schulte;26
Schütten;26
Selviranta;26
Sheikh Musse;26
Siberg;26
Sievistö;26
Siikakoski;26
Siikaniva;26
Siiro;26
Silvius;26
Skaag;26
Smedslund;26
Soidinaho;26
Somerma;26
Sopenperä;26
Sovisalo;26
Steinberg;26
Stepanow;26
Strander;26
Strömman;26
Sulanne;26
Sumkin;26
Suneli;26
Suojama;26
Suotonen;26
Suur-Näkki;26
Suzuki;26
Swahne;26
Sven;26
Syrjätie;26
Särkisilta;26
Särkiö;26
Takkumäki;26
Tallskog;26
Tammimetsä;26
Tandefelt;26
Tarujoki;26
Tarvas;26
Tasso;26
Taulaniemi;26
Tauriala;26
Tavikainen;26
Teder;26
Tekokoski;26
Tenlenius;26
Teponoja;26
Tervoja;26
Thomé;26
Tjeder;26
Tohila;26
Toijanen;26
Tomi;26
Tormilainen;26
Toukolehto;26
Toukoniemi;26
Traore;26
Trapp;26
Tuohilampi;26
Tuoreniemi;26
Tuorilainen;26
Tuppuri;26
Tuuppa;26
Tönkyrä;26
Törnberg;26
Töttö;26
Ukonsaari;26
Uljens;26
Untola;26
Usva;26
Uusihanni;26
Uuskartano;26
Uussilta;26
Vahera;26
Vaikonpää;26
Vainola;26
Vainoniemi;26
Vaisto;26
Vaitomaa;26
Walberg;26
Valkeasuo;26
Valkkio;26
Vallunen;26
Valokorpi;26
Valtavirta;26
Varesvuo;26
Varhama;26
Varje;26
Varpamäki;26
Warto;26
Warvas;26
Vasenkari;26
Vaunuveräjä;26
Vauto;26
Vehtari;26
Velikainen;26
Welroos;26
Wendt;26
Wennberg;26
Ventilä;26
Verma;26
Vestenius;26
Westersten;26
Vestlin;26
Vettenterä;26
Viantie;26
Widgrén;26
Vielma;26
Viertorinne;26
Wigell;26
Vihattula;26
Viiankorpi;26
Viitikka;26
Wilkko;26
Vilpakka;26
Virmala;26
Visakoivu;26
With;26
Voittonen;26
Woivalin;26
Volk;26
von Alfthan;26
von Zweygbergk;26
Voss;26
Wrang;26
Wuolijoki;26
Vuorenhela;26
Wuoristo;26
Vuornos;26
Värn;26
Yli-Ketola;26
Yli-Kätkä;26
Yli-Mutka;26
Yli-Mäyry;26
Ylisassi;26
Yliskoski;26
Ylituomaala;26
Yliviitala;26
Ylälehto;26
Yski;26
Zengil;26
Zewi;26
Ärmänen;26
Ömossa;26
Örri;26
Aarnivuo;25
Ackman;25
Adow;25
Ahdesalo;25
Ahllund;25
Aho-Pynttäri;25
Ahtoniemi;25
Aineslahti;25
Aitoaho;25
Aksola;25
Alakastari;25
Ala-Kokkila;25
Alametsä;25
Alapekkala;25
Alapiessa;25
Ala-Ranta;25
Alasorvari;25
Alavainio;25
Alavuo;25
Albayrak;25
Ali-Lekkala;25
Ali-Melkkilä;25
Al-Jumaili;25
Al-Tameemi;25
Alvoittu;25
Ansaranta;25
Aronsson;25
Arpala;25
Arpolahti;25
Artjoki;25
Artukka;25
Asiainen;25
Aspola;25
Aulasuo;25
Bal;25
Beloff;25
Bingham;25
Björkwall;25
Blumenthal;25
Bock;25
Boije af Gennäs;25
Boijer-Spoof;25
Bomanson;25
Bondfolk;25
Braks;25
Broder;25
Broholm;25
Brunnsberg;25
Cameron;25
Cao;25
Carp;25
Chang;25
Çoban;25
Cronstedt;25
Das;25
Djerf;25
Eini;25
Elki;25
Ellala;25
Enäsuo;25
Erinko;25
Erjomaa;25
Esposito;25
Eteläsaari;25
Etuaro;25
Eura;25
Finckenberg;25
Fleming;25
Flodin;25
Fomkin;25
Freese;25
Frick;25
Fridman;25
Fridolfsson;25
Fromholdt;25
Gertsch;25
Ginlund;25
Grimm;25
Gullmes;25
Gussander;25
Gylén;25
Haapa-alho;25
Haapakka;25
Hagi Farah;25
Hakama;25
Hakatie;25
Hakava;25
Hanell;25
Hangaslahti;25
Hankimo;25
Hares;25
Hari;25
Harms;25
Harrila;25
Hasila;25
Hauninen;25
Havi;25
Heikell;25
Heljomaa;25
Helkearo;25
Hellekoski;25
Helme;25
Helsto;25
Helvelahti;25
Hendriks;25
Hennola;25
Hiiliaho;25
Hiiros;25
Hiito;25
Hillebrandt;25
Home;25
Hu;25
Hultgren;25
Huopalahti;25
Huovelin;25
Hurtén;25
Hymylä;25
Hällberg;25
Högholm;25
Hörkkä;25
Höytö;25
Ihalempiä;25
Iihola;25
Iiponen;25
Ilmalahti;25
Ilus;25
Ingelius;25
Isakov;25
Isopuro;25
Ittonen;25
Ivalo;25
Jaaksola;25
Jaloniemi;25
Jarmas;25
Jaskio;25
Jimale;25
Jin;25
Joki-Tokola;25
Juden;25
Jungman;25
Juuri-Oja;25
Jyske;25
Järvensalo;25
Kaaresmaa;25
Kaariste;25
Kader;25
Kaihlavirta;25
Kainberg;25
Kajalainen;25
Kajanoja;25
Kalkkila;25
Kalliokangas;25
Kalmanlehto;25
Kalola;25
Kalteinen;25
Kamau;25
Kandén;25
Kanervio;25
Kaplin;25
Kapp;25
Karhiniemi;25
Karisola;25
Karlakari;25
Karpio;25
Karstikko;25
Kasongo;25
Kastemaa;25
Katajalaakso;25
Kaufmann;25
Kauriinoja;25
Kauris;25
Kavaluus;25
Keikko;25
Kenni;25
Keski-Hannula;25
Keski-Opas;25
Khalif;25
Kiijärvi;25
Kiikko;25
Kitusuo;25
Kivialho;25
Kivikytö;25
Kjällman;25
Klytseroff;25
Komsa;25
Koppila;25
Korpipää;25
Koskell;25
Kosma;25
Kotkajuuri;25
Kotkaslahti;25
Kourilehto;25
Kourujärvi;25
Kovaleva;25
Kraappa;25
Krakau;25
Kruusi;25
Kuhta;25
Kukkasjärvi;25
Kukkura;25
Kulhua;25
Kulmalahti;25
Kummel;25
Kumpulehto;25
Kumpuvuori;25
Kuoppasalmi;25
Kurkivuori;25
Kuusenaho;25
Kuusitunturi;25
Kylmäperä;25
Kylä;25
Kyykoski;25
Kärsämänoja;25
Kööpikkä;25
Laajisto;25
Laaksonlaita;25
Lagerkrans;25
Lagerlöf;25
Lahdenoja;25
Lahnamaa;25
Laidinen;25
Lane;25
Lapio;25
Larkka;25
Larres;25
Latva-Mäenpää;25
Latva-Pukkila;25
Laukola;25
Lauttalammi;25
Lavapuro;25
Lehmunen;25
Lehtiheimo;25
Leidenius;25
Leijavuori;25
Leimuvirta;25
Leistiö;25
Lejon;25
Lemminkäinen;25
Lempeä;25
Lentolehto;25
Leppä-Aho;25
Lettosunti;25
Lidström;25
Liinamo;25
Liinpää;25
Lim;25
Lindmark;25
Lindwall;25
Linkosuonio;25
Linne;25
Lithonius;25
Litola;25
Litsilä;25
Livson;25
Ljetoff;25
Ljokkoi;25
Loimu;25
Lopina;25
Louhesto;25
Lounaskorpi;25
Lounavuori;25
Lumikari;25
Lundbom;25
Luolamo;25
Luoma-Kyyny;25
Luomansivu;25
Luotoniemi;25
Maasalmi;25
Malmiaho;25
Malms;25
Malste;25
Malvisto;25
Mannerjärvi;25
Mannola;25
Marsh;25
Martio;25
Matvejeff;25
Mehtovuori;25
Melart;25
Melasalmi;25
Mellenius;25
Metsäniemi;25
Miettola;25
Miilunpalo;25
Millner;25
Molina;25
Mullola;25
Munde;25
Murtokangas;25
Musturi;25
Myyrinmaa;25
Mäenmaa;25
Mäentakanen;25
Mäkikalli;25
Mäki-Patola;25
Mäki-Rahkola;25
Mäkitaipale;25
Naumi;25
Nenye;25
Niiniranta;25
Niippa;25
Niittyranta;25
Nikkarla;25
Nivajärvi;25
Nordensved;25
Norjamäki;25
Norkio;25
Nummiranta;25
Nurmonen;25
Nutikka;25
Nuutti;25
Nybjörk;25
Oikuri;25
Ola;25
Oral;25
Orama;25
Oresmaa;25
Orrensalo;25
O'Sullivan;25
Ourila;25
Pajakoski;25
Pajuaho;25
Pakomaa;25
Paksunen;25
Parisaari;25
Park;25
Parkas;25
Parm;25
Parppei;25
Pelasoja;25
Pellosniemi;25
Penkari;25
Perera;25
Periniva;25
Petäjäaho;25
Piehl;25
Pieksämäki;25
Pienipaavola;25
Pietilänaho;25
Pietinhuhta;25
Pihlhjerta;25
Pikander;25
Pinnioja;25
Pinonummi;25
Plaami;25
Pohjankukka;25
Pohju;25
Pohjus;25
Pollarikoski;25
Polvikoski;25
Pomppu;25
Prinkkala;25
Prinssi;25
Pruuki;25
Pränny;25
Puolanen;25
Purovesi;25
Pussi;25
Pykäläniemi;25
Pylvinen;25
Pynnä;25
Pyöriäinen;25
Päivömaa;25
Pärnäjärvi;25
Qvisén;25
Rahkolin;25
Raikas;25
Rajakko;25
Rajalaakso;25
Rajanummi;25
Rannelma;25
Rantaniva;25
Ranta-Panula;25
Rantatorikka;25
Rautamo;25
Rautasuo;25
Rautia;25
Rauvanto;25
Reijomaa;25
Reinamo;25
Reinistö;25
Rekomaa;25
Reunila;25
Riitahuhta;25
Rinta-Kanto;25
Rintapää;25
Rista;25
Ritolahti;25
Riukulehto;25
Roivio;25
Rosin;25
Rossilahti;25
Rothovius;25
Rothström;25
Rouhikko;25
Rousti;25
Rouvala;25
Ruonamaa;25
Ruuhikorpi;25
Råstu;25
Rähmönen;25
Räävi;25
Saarenkylä;25
Saarteinen;25
Sahramo;25
Salmenniemi;25
Salmikuukka;25
Salomies;25
Sanela;25
Santajoki;25
Santamala;25
Sarasti;25
Saravo;25
Saukkomaa;25
Saviola;25
Schlobohm;25
Schuravleff;25
Seinä;25
Seliö;25
Selkimäki;25
Sepp;25
Siilasvuo;25
Siisiäinen;25
Sildén;25
Siljala;25
Silvén;25
Simu;25
Siniaalto;25
Sirkkilä;25
Slant;25
Smolsky;25
Soivuori;25
Sollman;25
Somiska;25
Soponen;25
Soramo;25
Sovala;25
Stephens;25
Stig;25
Sträng;25
Ståhlhammar;25
Suitiala;25
Sulanen;25
Sulkamo;25
Sumentola;25
Sundäng;25
Suomensalo;25
Suuluhta;25
Suurholma;25
Svanljung;25
Svennas;25
Sylvestersson;25
Syväys;25
Säkö;25
Säynätjoki;25
Taivalaho;25
Takalokastari;25
Takatupa;25
Takaveräjä;25
Talma;25
Tanatar;25
Taneli;25
Tarrimaa;25
Taulio;25
Teerialho;25
Tenetz;25
Teräsaho;25
Ticklén;25
Tiihamäki;25
Tiittula;25
Tjukanov;25
Tkachenko;25
Tohkanen;25
Tomunen;25
Toveri;25
Tucker;25
Tuomisoja;25
Tuoresmäki;25
Turva;25
Tyster;25
Tyystjärvi;25
Ullgrén;25
Umpala;25
Unnbom;25
Unonius;25
Urpiola;25
Uurtimo;25
Uusi-Hakala;25
Uusi-Hakimo;25
Uusi-Kokko;25
Vaahtoniemi;25
Vaajakivi;25
Vaalgamaa;25
Wacker;25
Wade;25
Vahertimo;25
Wahlqvist;25
Vaimala;25
Valanta;25
Valkendorff;25
Warjus;25
Varsell;25
Vartama;25
Vass;25
Vastola;25
Weissmann;25
Weiste;25
Vennerström;25
Verkama;25
Vesakoski;25
Vesioja;25
Vestberg;25
Vestin;25
Vetämäjärvi;25
Widman;25
Viertamo;25
Viheriälehto;25
Viherkanto;25
Vihtiälä;25
Vihunen;25
Viiltola;25
Viljanto;25
Willandt;25
Vincent;25
Wirgentius;25
Wiro;25
Vistilä;25
Volmari;25
von Boehm;25
von Nandelstadh;25
Vuoksenturja;25
Vuolaspuro;25
Wuorimaa;25
Vuorsalo;25
Vural;25
Vähä-Mäkilä;25
Vähä-Ypyä;25
Väli-Tainio;25
Vördgren;25
Yan;25
Ylesmäki;25
Ylihuttula;25
Ylipaasto;25
Ylipiessa;25
Ylisipola;25
Ylisiurunen;25
Yli-Äyhö;25
Ylä-Himanka;25
Ylä-Sulkava;25
Ylätupa;25
Ylä-Viteli;25
Yrjans;25
Äärynen;25
Österroos;25
Aavanen;24
Adolfsen;24
Ahdesmäki;24
Ahmajärvi;24
Ahokannas;24
Ahvalo;24
Ahvenisto;24
Aihonen;24
Airosto;24
Aitokari;24
Aittakari;24
Aittonen;24
Ajanto;24
Ala-Hemmilä;24
Alakahri;24
Ala-Kantti;24
Alakruuvi;24
Alaluukas;24
Alamehtä;24
Ala-Pietilä;24
Ala-Sippola;24
Alhonoja;24
Alimattila;24
Alisalo;24
al-Itawa;24
Alsila;24
Ammesmäki;24
Angerias;24
Angervisto;24
Apajainen;24
Apajasalo;24
Arajuuri;24
Arojoki;24
Aspegrén;24
Ax;24
Azemi;24
Bade;24
Barlow;24
Begu;24
Bensky;24
Bernström;24
Bibani;24
Bilal;24
Björklöv;24
Björnberg;24
Blohin;24
Blomberg von der Geest;24
Brantberg;24
Brar;24
Buljugin;24
Burtsoff;24
Bushi;24
Celik;24
Civil;24
Damstén;24
Day;24
Dayib;24
de Silva;24
de Wit;24
Dietz;24
Dumani;24
Easton;24
Edén;24
Eemola;24
Eiranto;24
Elander;24
Elmroos;24
Engsbo;24
Erenius;24
Erkas;24
Fager-Pintilä;24
Fagerroth;24
Fall;24
Ferguson;24
Fogström;24
Först;24
Gardiner;24
Gers;24
Gholami;24
Gorschelnik;24
Grenfors;24
Gruber;24
Grönhage;24
Gullström;24
Haapaoja;24
Haasiomäki;24
Hainari;24
Hakaoja;24
Hakoluoto;24
Halttula;24
Hammari;24
Hanslin;24
Hanson;24
Harapainen;24
Harhio;24
Havén;24
Heilakka;24
Hekanaho;24
Helkamo;24
Helläkoski;24
Hepojoki;24
Hepoviita;24
Herkkola;24
Hermas;24
Hiilinen;24
Hiilivirta;24
Hiittola;24
Hinttaniemi;24
Hollfast;24
Hollmen;24
Holmnäs;24
Honkalehto;24
Horsma-aho;24
Horsmalahti;24
Hoteila;24
Hunt;24
Hurmola;24
Hurske;24
Huseinovic;24
Hyrkkönen;24
Hämälistö;24
Högerman;24
Hötti;24
Höysti;24
Ikala;24
Iljamo;24
Ioannou;24
Isik;24
Isokivelä;24
Isokotamäki;24
Itä;24
Itätalo;24
Jaakola-Siimes;24
Jankens;24
Janssen;24
Jarvis;24
Jernman;24
Johannesson;24
Jokikunnas;24
Jokipakka;24
Juliander;24
Juthman;24
Juuska;24
Jykylä;24
Jylhänniska;24
Jylhäsalo;24
Jyvälä;24
Kaalinpää;24
Kaaranen;24
Kaaronen;24
Kaatrakoski;24
Kaiharju;24
Kaijasilta;24
Kainomaa;24
Kallioväli;24
Kalo;24
Kangasalusta;24
Kankaanrinta;24
Kankanen;24
Kankaro;24
Kankfelt;24
Kaptens;24
Karkama;24
Karras;24
Karti;24
Karttiala;24
Karttimo;24
Kaske;24
Kastu;24
Kataja-Rahko;24
Kautio;24
Kautovaara;24
Keipilä;24
Keravuo;24
Khanal;24
Khawaja;24
Kielosto;24
Kiias;24
Kiikkerä;24
Kindberg;24
Kirkko-Jaakkola;24
Klinkmann;24
Kobayashi;24
Kokkosuo;24
Kolhinoja;24
Kolonen;24
Kommeri;24
Kontolampi;24
Koroleva;24
Korosuo;24
Korpihalla;24
Koskela-Koivisto;24
Koskensalmi;24
Koskivainio;24
Kroksjö;24
Kuja-Aro;24
Kuja-Penttilä;24
Kukkamo;24
Kulhelm;24
Kupela;24
Kursukangas;24
Kuurlunti;24
Kuutela;24
Künnap;24
Kyrönlampi;24
Kyrönseppä;24
Kytölehto;24
Kyykkä;24
Kyöperi;24
Käräjähonka;24
Könnilä;24
Laajarinne;24
Laakeri;24
Lahti-Mononen;24
Lahtiperä;24
Lahtiranta;24
Lahtivesi;24
Lampiranta;24
Lankia;24
Lapinmäki;24
Larke;24
Larkovuo;24
Larma;24
Larvala;24
Lastuniemi;24
Lausti;24
Leimi;24
Leiri;24
Leisma;24
Lejonqvist;24
Leppijoki;24
Leussu;24
Levi;24
Lievetmursu;24
Liitsola;24
Lillsund;24
Linjakumpu;24
Linnermo;24
Loitokari;24
Loukeinen;24
Luhtapuro;24
Luimula;24
Lukkarla;24
Luodeslampi;24
Luola;24
Luomaa;24
Luosto;24
Lyhteilä;24
Lännenmäki;24
Maahi;24
Maavirta;24
Mahilainen;24
Majaharju;24
Malleus;24
Malmén;24
Malmiharju;24
Malmikumpu;24
Mannberg;24
Markova;24
Marola;24
Masonen;24
Masti;24
Matarainen;24
Mechelin;24
Meckelborg;24
Meder;24
Meltola;24
Mensola;24
Meriruoho;24
Miininen;24
Mikonmäki;24
Mokka;24
Moller;24
Morén;24
Moukola;24
Mukku;24
Murtoo;24
Myhkyrä;24
Mäki-Rautila;24
Mäkirintala;24
Mäki-Teppo;24
Mäntytörmä;24
Nalkki;24
Nemes;24
Nervander;24
Nevavuori;24
Nicholls;24
Niemioja;24
Niesniemi;24
Niinilammi;24
Nikusaari;24
Nohteri;24
Noiva;24
Norhomaa;24
Norro;24
Nosa;24
Nouri;24
Nuikkinen;24
Nuru;24
Nurvala;24
Näre;24
Oinaala;24
Oivaranta;24
Ojavalli;24
Oker-Blom;24
Oksalahti;24
Oksiala;24
Olifirenko;24
Opara;24
Oraviita;24
Orpo;24
Otsomaa;24
Otto;24
Ottola;24
Paalanko;24
Paani;24
Paatsola;24
Paetau;24
Pahalahti;24
Pahlsten;24
Paijola;24
Pajusto;24
Palokari;24
Pautamo;24
Peitsalo;24
Pelto-Korpi;24
Peng;24
Pengerkoski;24
Pensasmäki;24
Perlinen;24
Petelius;24
Petrovic;24
Piekkanen;24
Pihlajavesi;24
Poduschkin;24
Polamo;24
Polvi-Lohikoski;24
Pommelin;24
Poppius;24
Poutinen;24
Primietta;24
Pukka;24
Pukonen;24
Puomio;24
Purasmaa;24
Pystykoski;24
Pystylä;24
Pyyhkälä;24
Pähti;24
Pälikkö;24
Pääskysaari;24
Pökkylä;24
Pöystilä;24
Raekannas;24
Raekoski;24
Raemaa;24
Rahimy;24
Raidén;24
Rainti;24
Raitisto;24
Rajulin;24
Ramos;24
Rantee;24
Rashica;24
Ratamaa;24
Rauhanlaakso;24
Raulahti;24
Rauniomaa;24
Rehumäki;24
Rekimies;24
Remmer;24
Revonmäki;24
Rignell;24
Riihikanto;24
Riisalo;24
Riistama;24
Rinnasto;24
Rinnevuori;24
Riponiemi;24
Ristoja;24
Roslin;24
Rostamo;24
Roukka;24
Routaniemi;24
Rrahmani;24
Rudenberg;24
Ruuni;24
Rätte;24
Saartenkorpi;24
Safari;24
Sahlakari;24
Saija;24
Sajantola;24
Salmivainio;24
Salopino;24
Sanmark;24
Saonegin;24
Sarias;24
Sarkima;24
Sarkiola;24
Saunaluoma;24
Saurila;24
Sayed;24
Seilola;24
Seiplax;24
Selkilä;24
Senne;24
Servin;24
Sidorova;24
Siilanen;24
Silakka;24
Sillanmikko;24
Silokunnas;24
Silvasvuori;24
Silvendoin;24
Simmelvuo;24
Sinkonen;24
Sippari;24
Sirama;24
Sivill;24
Sivusalo;24
Skyttén;24
Skärström;24
Snäkin;24
Sobott;24
Soidinniemi;24
Soilas;24
Soitamo;24
Solvin;24
Sommarlund;24
Sommer;24
Sopola;24
Soppa;24
Sorokina;24
Sosunov;24
Spak;24
Starckjohann;24
Stenwall;24
Stevander;24
Stewen;24
Stormi;24
Sujala;24
Sulinko;24
Suono;24
Suortamo;24
Surenkin;24
Suuraho;24
Suvikas;24
Suvilahti;24
Sykäri;24
Syväranta;24
Sälliluoma;24
Sävelkoski;24
Taali;24
Taimiaho;24
Tajik;24
Takari;24
Talasterä;24
Tallgård;24
Tarima;24
Tarula;24
Tassberg;24
Teimonen;24
Teliranta;24
Tengman;24
Teppala;24
Tervamaa;24
Teräsniska;24
Tiihala;24
Tmava;24
Toni;24
Tukkimäki;24
Tuomarila;24
Tuomenharju;24
Turma;24
Tähtisaari;24
Törngren;24
Uhlgrén;24
Uitus;24
Ullner;24
Uramo;24
Ursinus;24
Uuro;24
Uusi-Kakkuri;24
Uusi-Niemi;24
Vaaljoki;24
Vaani;24
Vainik;24
Waismaa;24
Vaiste;24
Vakkanen;24
Valdolin;24
Valima;24
Valleala;24
Vanha-Jaakkola;24
Vapaniemi;24
Varjos;24
Varneslahti;24
Varvemaa;24
Vatajaniemi;24
Vehmaskoski;24
Veintie;24
Venejärvi;24
Vennelä;24
Vermas;24
Vesikkala;24
Vestervik;24
Westström;24
Vierunen;24
Vigman;24
Vihava;24
Vihtamäki;24
Viira;24
Wiirilinna;24
Viitahalme;24
Wiitanen;24
Wild;24
Willfors;24
Vine;24
Virkalahti;24
Virtapuro;24
Vuoriranta;24
Vuotikka;24
Värre;24
Värriö;24
Yaman;24
Ylikörkkö;24
Yli-Pelkonen;24
Ylipeura;24
Yli-Saari;24
Yli-Tepsa;24
Yli-Uotila;24
Yüksel;24
Zakharov;24
Zakharova;24
Ziegler;24
Äijänaho;24
Österås;24
Aallonranta;23
Aareskoski;23
Aarninsalo;23
Aarnivala;23
Aarrevaara;23
Aas;23
Aavajoki;23
Abdi Ahmed;23
Abdikarim;23
Abid;23
Aerila;23
Aholaita;23
Ahtokari;23
Ahvenranta;23
Aihos;23
Aittanen;23
Aittapelto;23
Ajosenpää;23
Aksentjeff;23
Alajakku;23
Ala-Laurinaho;23
Ala-Mäyry;23
Ala-Tainio;23
Aleksejev;23
Al-Faisal;23
Ali-Jaakkola;23
Aliska;23
Al-Seiab;23
Altay;23
Altis;23
